kappa,diameter,odi,fi,fe,formula,run_dir,output_file
10,4.5,0.0635,0.32,0.6799999999999999,Ktotal = (fi*Ki*Di^2 + fe*Ke*De^2)/Dtotal^2 + 3*(fi*Di^2 + fe*De^2)/Dtotal^2 - 3,nozomi/experiment/visualization/dataVF03/VF0.3_experiment_d4.5_sig1.205_500axons_reproducibility_OD10/2025-10-25_23-30-16_d4.5_K10_ODI_0.0635_500fibers,nozomi/experiment/visualization/plots/Kperp_across_diameter_VF03/computed_Kperp_total/Kperp_total_K10_d4.5_2025-10-25_23-30-16_d4.5_K10_ODI_0.0635_500fibers.pkl
10,4.5,0.0635,0.31,0.69,Ktotal = (fi*Ki*Di^2 + fe*Ke*De^2)/Dtotal^2 + 3*(fi*Di^2 + fe*De^2)/Dtotal^2 - 3,nozomi/experiment/visualization/dataVF03/VF0.3_experiment_d4.5_sig1.205_500axons_reproducibility_OD10/2025-10-26_01-23-06_d4.5_K10_ODI_0.0635_500fibers,nozomi/experiment/visualization/plots/Kperp_across_diameter_VF03/computed_Kperp_total/Kperp_total_K10_d4.5_2025-10-26_01-23-06_d4.5_K10_ODI_0.0635_500fibers.pkl
10,4.5,0.0635,0.31,0.69,Ktotal = (fi*Ki*Di^2 + fe*Ke*De^2)/Dtotal^2 + 3*(fi*Di^2 + fe*De^2)/Dtotal^2 - 3,nozomi/experiment/visualization/dataVF03/VF0.3_experiment_d4.5_sig1.205_500axons_reproducibility_OD10/2025-10-26_16-07-03_d4.5_K10_ODI_0.0635_500fibers,nozomi/experiment/visualization/plots/Kperp_across_diameter_VF03/computed_Kperp_total/Kperp_total_K10_d4.5_2025-10-26_16-07-03_d4.5_K10_ODI_0.0635_500fibers.pkl
20,4.5,0.0318,0.31,0.69,Ktotal = (fi*Ki*Di^2 + fe*Ke*De^2)/Dtotal^2 + 3*(fi*Di^2 + fe*De^2)/Dtotal^2 - 3,nozomi/experiment/visualization/dataVF03/VF0.3_experiment_d4.5_sig1.205_500axons_reproducibility_OD20/2025-10-24_00-41-15_d4.5_K20_ODI_0.0318_500fibers,nozomi/experiment/visualization/plots/Kperp_across_diameter_VF03/computed_Kperp_total/Kperp_total_K20_d4.5_2025-10-24_00-41-15_d4.5_K20_ODI_0.0318_500fibers.pkl
20,4.5,0.0318,0.31,0.69,Ktotal = (fi*Ki*Di^2 + fe*Ke*De^2)/Dtotal^2 + 3*(fi*Di^2 + fe*De^2)/Dtotal^2 - 3,nozomi/experiment/visualization/dataVF03/VF0.3_experiment_d4.5_sig1.205_500axons_reproducibility_OD20/2025-10-25_07-56-19_d4.5_K20_ODI_0.0318_500fibers,nozomi/experiment/visualization/plots/Kperp_across_diameter_VF03/computed_Kperp_total/Kperp_total_K20_d4.5_2025-10-25_07-56-19_d4.5_K20_ODI_0.0318_500fibers.pkl
20,4.5,0.0318,0.31,0.69,Ktotal = (fi*Ki*Di^2 + fe*Ke*De^2)/Dtotal^2 + 3*(fi*Di^2 + fe*De^2)/Dtotal^2 - 3,nozomi/experiment/visualization/dataVF03/VF0.3_experiment_d4.5_sig1.205_500axons_reproducibility_OD20/2025-10-25_23-32-12_d4.5_K20_ODI_0.0318_500fibers,nozomi/experiment/visualization/plots/Kperp_across_diameter_VF03/computed_Kperp_total/Kperp_total_K20_d4.5_2025-10-25_23-32-12_d4.5_K20_ODI_0.0318_500fibers.pkl
20,4.5,0.0318,0.3,0.7,Ktotal = (fi*Ki*Di^2 + fe*Ke*De^2)/Dtotal^2 + 3*(fi*Di^2 + fe*De^2)/Dtotal^2 - 3,nozomi/experiment/visualization/dataVF03/VF0.3_experiment_d4.5_sig1.205_500axons_reproducibility_OD20/2025-10-26_00-28-39_d4.5_K20_ODI_0.0318_500fibers,nozomi/experiment/visualization/plots/Kperp_across_diameter_VF03/computed_Kperp_total/Kperp_total_K20_d4.5_2025-10-26_00-28-39_d4.5_K20_ODI_0.0318_500fibers.pkl
20,4.5,0.0318,0.31,0.69,Ktotal = (fi*Ki*Di^2 + fe*Ke*De^2)/Dtotal^2 + 3*(fi*Di^2 + fe*De^2)/Dtotal^2 - 3,nozomi/experiment/visualization/dataVF03/VF0.3_experiment_d4.5_sig1.205_500axons_reproducibility_OD20/2025-10-26_01-48-06_d4.5_K20_ODI_0.0318_500fibers,nozomi/experiment/visualization/plots/Kperp_across_diameter_VF03/computed_Kperp_total/Kperp_total_K20_d4.5_2025-10-26_01-48-06_d4.5_K20_ODI_0.0318_500fibers.pkl
20,4.5,0.0318,0.32,0.6799999999999999,Ktotal = (fi*Ki*Di^2 + fe*Ke*De^2)/Dtotal^2 + 3*(fi*Di^2 + fe*De^2)/Dtotal^2 - 3,nozomi/experiment/visualization/dataVF03/VF0.3_experiment_d4.5_sig1.205_500axons_reproducibility_OD20/2025-10-26_02-51-32_d4.5_K20_ODI_0.0318_500fibers,nozomi/experiment/visualization/plots/Kperp_across_diameter_VF03/computed_Kperp_total/Kperp_total_K20_d4.5_2025-10-26_02-51-32_d4.5_K20_ODI_0.0318_500fibers.pkl
20,4.5,0.0318,0.3,0.7,Ktotal = (fi*Ki*Di^2 + fe*Ke*De^2)/Dtotal^2 + 3*(fi*Di^2 + fe*De^2)/Dtotal^2 - 3,nozomi/experiment/visualization/dataVF03/VF0.3_experiment_d4.5_sig1.205_500axons_reproducibility_OD20/2025-10-26_03-54-16_d4.5_K20_ODI_0.0318_500fibers,nozomi/experiment/visualization/plots/Kperp_across_diameter_VF03/computed_Kperp_total/Kperp_total_K20_d4.5_2025-10-26_03-54-16_d4.5_K20_ODI_0.0318_500fibers.pkl
200,4.5,0.0032,0.3,0.7,Ktotal = (fi*Ki*Di^2 + fe*Ke*De^2)/Dtotal^2 + 3*(fi*Di^2 + fe*De^2)/Dtotal^2 - 3,nozomi/experiment/visualization/dataVF03/VF0.3_experiment_d4.5_sig1.205_500axons_reproducibility_OD200/2025-10-24_00-42-08_d4.5_K200_ODI_0.0032_500fibers,nozomi/experiment/visualization/plots/Kperp_across_diameter_VF03/computed_Kperp_total/Kperp_total_K200_d4.5_2025-10-24_00-42-08_d4.5_K200_ODI_0.0032_500fibers.pkl
200,4.5,0.0032,0.29,0.71,Ktotal = (fi*Ki*Di^2 + fe*Ke*De^2)/Dtotal^2 + 3*(fi*Di^2 + fe*De^2)/Dtotal^2 - 3,nozomi/experiment/visualization/dataVF03/VF0.3_experiment_d4.5_sig1.205_500axons_reproducibility_OD200/2025-10-24_22-23-50_d4.5_K200_ODI_0.0032_500fibers,nozomi/experiment/visualization/plots/Kperp_across_diameter_VF03/computed_Kperp_total/Kperp_total_K200_d4.5_2025-10-24_22-23-50_d4.5_K200_ODI_0.0032_500fibers.pkl
200,4.5,0.0032,0.3,0.7,Ktotal = (fi*Ki*Di^2 + fe*Ke*De^2)/Dtotal^2 + 3*(fi*Di^2 + fe*De^2)/Dtotal^2 - 3,nozomi/experiment/visualization/dataVF03/VF0.3_experiment_d4.5_sig1.205_500axons_reproducibility_OD200/2025-10-25_23-38-03_d4.5_K200_ODI_0.0032_500fibers,nozomi/experiment/visualization/plots/Kperp_across_diameter_VF03/computed_Kperp_total/Kperp_total_K200_d4.5_2025-10-25_23-38-03_d4.5_K200_ODI_0.0032_500fibers.pkl
200,4.5,0.0032,0.29,0.71,Ktotal = (fi*Ki*Di^2 + fe*Ke*De^2)/Dtotal^2 + 3*(fi*Di^2 + fe*De^2)/Dtotal^2 - 3,nozomi/experiment/visualization/dataVF03/VF0.3_experiment_d4.5_sig1.205_500axons_reproducibility_OD200/2025-10-26_01-07-53_d4.5_K200_ODI_0.0032_500fibers,nozomi/experiment/visualization/plots/Kperp_across_diameter_VF03/computed_Kperp_total/Kperp_total_K200_d4.5_2025-10-26_01-07-53_d4.5_K200_ODI_0.0032_500fibers.pkl
200,4.5,0.0032,0.3,0.7,Ktotal = (fi*Ki*Di^2 + fe*Ke*De^2)/Dtotal^2 + 3*(fi*Di^2 + fe*De^2)/Dtotal^2 - 3,nozomi/experiment/visualization/dataVF03/VF0.3_experiment_d4.5_sig1.205_500axons_reproducibility_OD200/2025-10-26_02-38-51_d4.5_K200_ODI_0.0032_500fibers,nozomi/experiment/visualization/plots/Kperp_across_diameter_VF03/computed_Kperp_total/Kperp_total_K200_d4.5_2025-10-26_02-38-51_d4.5_K200_ODI_0.0032_500fibers.pkl
200,4.5,0.0032,0.29,0.71,Ktotal = (fi*Ki*Di^2 + fe*Ke*De^2)/Dtotal^2 + 3*(fi*Di^2 + fe*De^2)/Dtotal^2 - 3,nozomi/experiment/visualization/dataVF03/VF0.3_experiment_d4.5_sig1.205_500axons_reproducibility_OD200/2025-10-26_04-15-03_d4.5_K200_ODI_0.0032_500fibers,nozomi/experiment/visualization/plots/Kperp_across_diameter_VF03/computed_Kperp_total/Kperp_total_K200_d4.5_2025-10-26_04-15-03_d4.5_K200_ODI_0.0032_500fibers.pkl
200,4.5,0.0032,0.3,0.7,Ktotal = (fi*Ki*Di^2 + fe*Ke*De^2)/Dtotal^2 + 3*(fi*Di^2 + fe*De^2)/Dtotal^2 - 3,nozomi/experiment/visualization/dataVF03/VF0.3_experiment_d4.5_sig1.205_500axons_reproducibility_OD200/2025-10-26_05-44-22_d4.5_K200_ODI_0.0032_500fibers,nozomi/experiment/visualization/plots/Kperp_across_diameter_VF03/computed_Kperp_total/Kperp_total_K200_d4.5_2025-10-26_05-44-22_d4.5_K200_ODI_0.0032_500fibers.pkl
